UID,Subtype,Classification
WFT609SDO,H1N1,Hominidae
HHW971YNM,H1N1,Hominidae
ITR090XVT,H1N1,Hominidae
GQY765DKC,H1N1,Hominidae
EMY648VPE,H1N1,Hominidae
MTR893XFY,H1N1,Hominidae
EVE279ACF,H1N1,Hominidae
EZZ285ZZT,H3N2,Hominidae
ERP209WDI,H3N2,Hominidae
NTE287UIE,H1N1,Hominidae
KBU062FZV,H1N1,Hominidae
JVV956HLV,H1N1,Hominidae
NVN692BFI,H1N1,Hominidae
CKV128SLD,H3N2,Hominidae
ZTY803FFV,H3N2,Hominidae
HLN602JER,H3N2,Hominidae
RPU577GOP,H3N2,Hominidae
HVZ564FLU,H3N2,Hominidae
BHQ515JXC,H3N2,Hominidae
FER651VYN,H1N2,Hominidae
CQQ018JHW,H1N1,Hominidae
GNW622TCU,H1N1,Hominidae
GPE976ZMW,H1N1,Hominidae
LNQ190BTX,H3N2,Hominidae
NRX891EVX,H1N1,Hominidae
YWB068PGX,H1N1,Hominidae
DXZ788LHD,H18N11,Phyllostomidae
UKM410QKZ,H1N1,Suidae
MYE388EVS,H1N1,Suidae
FQP764JGH,H3N2,Suidae
KRQ571IUI,H1N1,Suidae
OKM496KBD,H1N1,Suidae
YFI163IFJ,H1N1,Suidae
FOG636YPR,H3N2,Suidae
TDY788XFG,H3N2,Suidae
BJG265AJX,H3N2,Suidae
OVT951DAK,H1N1,Suidae
ZTC957DTX,H1N1,Suidae
NEO606LRR,H1N2,Suidae
VQV775TRB,H1N1,Suidae
JRW712LQM,H1N2,Suidae
VDT639AGC,H1N1,Suidae
TUW158BHD,H3N2,Suidae
SIH624TPH,H5N1,Suidae
TFV499IFF,H1N1,Suidae
KWS959QAW,H1N1,Suidae
ZSQ610ZES,H1N1,Suidae
XCL869NHA,H1N1,Suidae
BVL867DKJ,H3N2,Suidae
SAZ284PID,H3N2,Suidae
NSK152DFQ,H3N2,Suidae
QTD967CHU,H3N2,Suidae
JUP651OFF,H1N1,Suidae
DMW924MVB,H3N2,Suidae
GUL330VBW,H3N2,Suidae
NDI261JBN,H1N1,Suidae
JUT619ENF,H3N2,Suidae
EWS914PCO,H1N1,Suidae
GXV382JXI,H1N1,Suidae
FTK531MEX,H3N2,Suidae
BYL503EDT,H1N1,Suidae
ZDD763WOV,H1N1,Suidae
FDF391ODS,H1N1,Suidae
WKX525IHV,H1N1,Suidae
JQN857DYN,H3N2,Suidae
WDU491JRM,H1N1,Suidae
DCP464ZAW,H1N1,Suidae
YUH823PEN,H1N2,Suidae
HPQ242ZEG,H1N1,Suidae
UYK093LQG,H1N1,Suidae
FXS958ATC,H1N1,Suidae
IUM099GWE,H1N2,Suidae
ISW894GSA,H1N1,Suidae
NVA185QAS,H1N2,Suidae
ZZI475LQG,H1N2,Suidae
FNV848ITZ,H1N1,Suidae
FBR515UWA,H5N1,Suidae
CRF097KRY,H1N1,Suidae
PMV230QPD,H1N2,Suidae
YMT797LRH,H1N1,Suidae
NDS917CRB,H1N1,Suidae
SRO014DOW,H1N1,Suidae
OXY250ZCP,H1N1,Suidae
ASK530QSX,H1N1,Suidae
GHR676UJG,H1N1,Suidae
XHO180SHJ,H1N2,Suidae
KLS734QUR,H1N1,Suidae
KVV624NGQ,H1N1,Suidae
DDA452HHS,H1N2,Suidae
WZL620BWM,H1N1,Suidae
AVU633OUB,H1N2,Suidae
UYA903TUI,H3N2,Suidae
XMU511QER,H1N2,Suidae
LVF192BUX,H1N2,Suidae
RWW931OEE,H1N1,Suidae
CUG691LBC,H1N1,Suidae
EGU437EEO,H3N2,Suidae
SDT934KJW,H1N2,Suidae
OSH225CQT,H1N2,Suidae
KYO087ZUV,H1N2,Suidae
XSL847XRH,H1N1,Suidae
YBU188JFF,H1N1,Suidae
LQS246DZV,H1N1,Suidae
RPH254SQK,H1N1,Suidae
ICE925GLL,H1N1,Suidae
ZQK435AFU,H1N2,Suidae
MHX787ZWC,H1N1,Suidae
BUS327WDP,H1N2,Suidae
RYR757OOT,H3N2,Suidae
JNZ430ZYQ,H1N1,Suidae
BRC147IAY,H1N1,Suidae
OTG906UQP,H1N1,Suidae
SHW687XDF,H1N1,Suidae
GWI389QDV,H1N1,Suidae
SUJ675ENB,H1N1,Suidae
BHQ979KLT,H1N2,Suidae
UYU834PZM,H1N2,Suidae
OWR884YBF,H1N1,Suidae
ZCP601RVW,H1N1,Suidae
NZW425ZOA,H1N2,Suidae
IYY213ADG,H1N1,Suidae
EXO498LCX,H1N1,Suidae
SYZ289BLM,H1N2,Suidae
ICS392SKQ,H3N2,Suidae
PDK422AZO,H1N2,Suidae
EBS823NAA,H1N1,Suidae
PMM819YDF,H1N2,Suidae
XXT583TWE,H1N2,Suidae
DAI383AMX,H3N2,Suidae
AWH012UKX,H3N2,Suidae
DUJ814IFK,H9N2,Suidae
SXH876JUK,H1N1,Suidae
BOF309GZI,H1N1,Suidae
LML779SDH,H3N2,Suidae
ZMT857MLN,H3N2,Suidae
WJU630FQR,H1N1,Suidae
HOI079HCA,H1N1,Suidae
KPK138CJO,H1N1,Suidae
SYN941LOW,H1N1,Suidae
HRK572SXN,H1N2,Suidae
RZO659VRB,H1N1,Suidae
DQF458HEU,H1N1,Suidae
MEQ515NGE,H1N2,Suidae
CQM630EHN,H1N1,Suidae
TJO801MNT,H1N1,Suidae
NLN396AEA,H5N6,Suidae
NTU252YCM,H3N2,Suidae
BXU057RXP,H1N1,Suidae
NXB749LLA,H1N1,Suidae
WRP226JQE,H1N1,Suidae
FMK301VQJ,H1N1,Suidae
LSR315ANT,H1N1,Suidae
PAG281PHL,H3N2,Suidae
ZQY121FPU,H3N2,Suidae
YVV596JRC,H1N1,Suidae
CCX258XCW,H9N2,Suidae
EIX723ILV,H1N1,Suidae
WIU677GTW,H1N1,Suidae
IAF209YGK,H3N2,Suidae
KTY912WKB,H1N1,Suidae
CTM634UFX,H3N2,Suidae
IFV828NNB,H9N2,Suidae
UNJ938VZO,H9N2,Suidae
CVH838HWC,H1N1,Suidae
QAY345FNE,H1N1,Suidae
AVP109ACP,H1N1,Suidae
GVN783HGC,H1N1,Suidae
QUV089WZI,H1N1,Suidae
KOY073FKT,H1N1,Suidae
WTR374LMJ,H1N1,Suidae
OHC231WUD,H9N2,Suidae
OAZ927UVV,H9N2,Suidae
URF534JSU,H9N2,Suidae
PZA454DVJ,H1N1,Suidae
POV901SAH,H1N1,Suidae
RQK484PXI,H1N1,Suidae
LTX854YWP,H1N1,Suidae
CNA434XSZ,H1N1,Suidae
TUA511HQT,H1N1,Suidae
GQY765LRH,H1N1,Suidae
VPA841NMJ,H1N1,Suidae
HXM543VER,H1N2,Suidae
VDE493QWC,H1N1,Suidae
ECT046MLO,H3N2,Suidae
FAI652CQK,H1N1,Suidae
ZQG100VWW,H1N1,Suidae
WSY373KGZ,H1N1,Suidae
ZVD643WBN,H1N1,Suidae
ZAH927VYY,H1N1,Suidae
GFH235QVM,H1N2,Suidae
OTA503MBH,H9N2,Suidae
PAU041NII,H1N2,Suidae
MON974DSS,H9N2,Avian
LQX880KHB,H1N2,Suidae
NRO196VVZ,H1N2,Suidae
XET279VFI,H1N1,Suidae
ZJE620DGH,H1N1,Suidae
NXA966IVC,H1N1,Suidae
XHR155TBP,H1N1,Suidae
PLJ474QEV,H1N1,Suidae
RKA713RKY,H1N2,Suidae
RQZ235SVL,H1N1,Suidae
YWJ376LON,H1N1,Suidae
NRW492WDM,H1N1,Suidae
IYA180HOX,H1N1,Suidae
OVO947IPX,H1N2,Suidae
YWM247DDT,H1N1,Suidae
YSM371BYZ,H1N1,Suidae
CWR119YLY,H1N1,Suidae
YHX730BSH,H1N1,Suidae
XME308VPQ,H1N1,Suidae
LRT835TIG,H1N1,Suidae
AKW063VGW,H1N1,Suidae
EMY673KPH,H1N1,Suidae
GAF924LMF,H1N1,Suidae
PVA064PYF,H1N1,Suidae
SMP442UDY,H1N1,Suidae
ICZ109OCF,H1N1,Suidae
JDW260QRU,H1N1,Suidae
EWI130BRG,H1N1,Suidae
KSA221PQP,H1N1,Suidae
JAZ647ORR,H1N1,Suidae
UQX193IIE,H1N1,Suidae
TFU505SRL,H1N1,Suidae
ORQ411HUZ,H1N1,Suidae
YXC389ZFG,H1N1,Suidae
LII098KWJ,H1N1,Suidae
QCN406ZFT,H1N1,Suidae
DNS024GKY,H1N1,Suidae
TCI391SLN,H1N1,Suidae
LLD990GUX,H1N1,Suidae
MTE949QSO,H1N1,Suidae
QWR042HDD,H1N2,Suidae
SQK333YXK,H1N1,Suidae
BVT174AOH,H1N2,Suidae
WKJ089MBT,H1N1,Suidae
FBZ008ZCH,H1N1,Suidae
BCE025BFZ,H1N1,Suidae
JYW269CZL,H1N1,Suidae
ZBC635MOW,H9N2,Suidae
IBB309GCW,H1N1,Suidae
FFB524LSY,H1N1,Suidae
YNY161VRQ,H1N1,Suidae
CPG374FEZ,H1N1,Suidae
HHB687KGD,H1N1,Suidae
LBF457WBF,H1N1,Suidae
EPX659VHD,H1N1,Suidae
DLJ157YUS,H1N1,Suidae
RPM737IOT,H1N1,Suidae
CHL772BKA,H1N1,Suidae
BQL780SXM,H1N1,Suidae
GEH285NAH,H1N1,Suidae
AAS055BVY,H1N1,Suidae
JGK696MOK,H1N2,Suidae
ZOX775ONV,H1N1,Suidae
KLY271UUJ,H1N1,Suidae
WTK886KUF,H1N1,Suidae
EDW573KSJ,H1N1,Suidae
SKE398HGS,H1N1,Suidae
YGW968EUW,H1N1,Suidae
QCA525VDK,H1N1,Suidae
JLZ536KHP,H1N1,Suidae
XXH750GIU,H1N1,Suidae
ANC013UFU,H1N1,Suidae
ITU243IIV,H1N1,Suidae
QXD413VZP,H1N1,Suidae
NQM703PMQ,H3N2,Suidae
EYE951ODA,H1N1,Suidae
LQA156XGG,H3N2,Suidae
TEX851HBC,H1N1,Suidae
GHK623NJB,H1N1,Suidae
OPA544DPJ,H1N2,Suidae
ZIU344XDK,H3N2,Suidae
EXE863DOR,H1N1,Suidae
ZFF963RCN,H3N2,Suidae
USP515ZKZ,H3N2,Suidae
DHU745JRU,H1N2,Suidae
GYZ412UOG,H1N1,Suidae
YWA378KBL,H1N2,Suidae
GXJ821XGV,H1N2,Suidae
PDT626ODM,H3N2,Suidae
RIU796KFK,H1N2,Suidae
BQG377HKC,H1N1,Suidae
EOU699RBG,H1N1,Suidae
IMV758WID,H1N1,Suidae
VIR921UFM,H1N1,Suidae
MSP392BIP,H1N2,Suidae
VGX099YPF,H1N2,Suidae
HUG824DES,H1N2,Suidae
JYO184MRA,H1N2,Suidae
XRI283UUV,H1N1,Suidae
BXY398VXF,H3N2,Suidae
XIL506CSS,H1N2,Suidae
VCW720YFI,H3N2,Suidae
LXW194NLE,H1N2,Suidae
XMJ600FON,H1N1,Suidae
FZD006ZQY,H3N2,Suidae
XRQ147XXJ,H1N1,Suidae
JKW021RZK,H3N2,Suidae
ODV606SWM,H1N1,Suidae
KNC663PUO,H1N1,Suidae
WDA597YZE,H1N1,Suidae
TCM015FWZ,H3N2,Suidae
NAL835EJM,H1N1,Suidae
XZG082VZW,H1N1,Suidae
QZD749DGE,H3N2,Suidae
ELD486PLN,H3N2,Suidae
JJQ579WUO,H1N1,Suidae
YQK651ZJP,H1N2,Suidae
YMJ223CSM,H1N1,Suidae
BOA751PPO,H1N2,Suidae
KHZ222ZWP,H1N1,Suidae
VUT052QBZ,H1N2,Suidae
CLG519SWS,H1N2,Suidae
EKS472PGJ,H1N2,Suidae
OED384NWY,H3N2,Suidae
YQE072JVC,H3N2,Suidae
QRL634ROY,H3N2,Suidae
LLA096BBH,H1N1,Suidae
XPY476LVE,H1N2,Suidae
OIP844ZXT,H3N2,Suidae
KFF895CPV,H1N1,Suidae
UZB993FAL,H1N1,Suidae
RVE047XMR,H1N1,Suidae
EKR914UNG,H1N1,Suidae
RTA974HZF,H1N1,Suidae
SUW585VTQ,H1N2,Suidae
EJO234FUW,H1N1,Suidae
HXE753ULE,H3N2,Suidae
IZF436FHC,H1N2,Suidae
PJB984RZM,H1N1,Suidae
ZEN986OBH,H1N1,Suidae
KPR085WRS,H1N1,Suidae
QNE173RKY,H3N2,Suidae
FZR814LUV,H1N1,Suidae
DON031VME,H1N2,Suidae
TAD954JGZ,H1N2,Suidae
QQM879HBH,H1N2,Suidae
QKY076XMM,H3N2,Suidae
IBA804CZK,H3N2,Suidae
KJR508SKN,H3N2,Suidae
BXL327TTN,H3N2,Suidae
EVL690ABO,H1N2,Suidae
PGQ709JYF,H1N2,Suidae
FNX528DJT,H1N2,Suidae
VJJ745RSL,H1N1,Suidae
TZG328RZY,H1N1,Suidae
QSA395HSN,H1N2,Suidae
LSD975KOA,H1N1,Suidae
OJJ107OZA,H3N2,Suidae
QVH701XTU,H1N2,Suidae
OAO338HLG,H1N2,Suidae
AJV627GKL,H1N1,Suidae
DMZ519FBN,H3N1,Suidae
SAI000MML,H1N1,Suidae
YKN812SEI,H1N2,Suidae
TGH706VZJ,H1N1,Suidae
SSA237UPI,H1N1,Suidae
SFG070WBD,H1N1,Suidae
TYE501ZDS,H1N1,Suidae
ALK797BVD,H1N1,Suidae
MJR724UQO,H1N1,Suidae
KIN759YYL,H1N1,Suidae
ZYJ081DIK,H1N1,Suidae
GZZ331ACU,H1N1,Suidae
EXF869GQC,H1N1,Suidae
HUB441XHF,H1N1,Suidae
EYO614JBL,H1N1,Suidae
KTQ361DUK,H1N1,Suidae
QRE185WEU,H1N1,Suidae
VOO089VHB,H1N1,Suidae
WRY074EMY,H3N2,Suidae
ALP289REA,H1N1,Suidae
TQE732IGH,H1N2,Suidae
ZQO755WFB,H1N2,Suidae
BLT570UJQ,H1N2,Suidae
QSY583ZQK,H1N2,Suidae
SPA569TOX,H1N2,Suidae
RBR693EVD,H3N2,Suidae
ENG088GTP,H3N2,Suidae
LGP424WGL,H1N1,Suidae
CLP381CGY,H1N1,Suidae
TBD245MCB,H1N1,Suidae
VSA822LIU,H1N1,Suidae
XHD864DSF,H1N1,Suidae
GIH655JQQ,H1N1,Suidae
NMI163SIF,H1N1,Suidae
SPJ686DQH,H1N1,Suidae
MKV857IBK,H1N2,Suidae
YPL515QAV,H3N2,Suidae
ADF673ZGF,H3N2,Suidae
JXG366FFI,H1N1,Suidae
NJT063VGK,H1N1,Suidae
EOB838RJL,H3N2,Suidae
GBB582BST,H3N2,Suidae
LOC754YAC,H1N1,Suidae
KKQ879RAQ,H1N1,Suidae
TSQ027OXI,H1N1,Suidae
BYZ247WRO,H1N1,Suidae
RPA013FTH,H1N1,Suidae
GEY985UMA,H3N2,Suidae
SAK520HKG,H3N2,Suidae
KYC118VYR,H1N2,Suidae
PQX822QBK,H3N2,Suidae
TSC135ULC,H1N1,Suidae
FTX503MIN,H1N1,Suidae
JYV313VRU,H1N1,Suidae
JME731NXG,H1N1,Suidae
MHN610YHP,H1N2,Suidae
ZYW830JIN,H3N2,Suidae
DDW320IJF,H3N2,Suidae
GTY563KZG,H3N2,Suidae
XEE021OSJ,H3N2,Suidae
KTP672HIC,H3N2,Suidae
IIA574TFB,H1N1,Suidae
PEM977TPU,H3N2,Suidae
XNU103KNV,H3N2,Suidae
BSN409TCC,H3N2,Suidae
IAP405JDQ,H1N2,Suidae
BFC103CSH,H1N1,Suidae
TEA738MWN,H1N2,Suidae
ZBF430NEI,H3N1,Suidae
JZT895JLF,H1N2,Suidae
FHO629KZP,H3N2,Suidae
DNQ748PFJ,H1N1,Suidae
HBO199FBZ,H3N2,Suidae
GWZ664JXP,H1N2,Suidae
HTY888MEG,H3N2,Suidae
CMU438LUB,H3N2,Suidae
WMZ943MWB,H3N2,Suidae
SDW260KFC,H1N1,Suidae
BSQ818DVV,H3N2,Suidae
NQD516DUB,H1N2,Suidae
RUT739GSE,H1N1,Suidae
DFB537CIL,H1N2,Suidae
QPS176NIN,H1N1,Suidae
XAC281GRG,H1N1,Suidae
CTV521OOA,H1N1,Suidae
BPC238JUI,H3N2,Suidae
GRA608IHB,H1N1,Suidae
FJM474DYL,H1N1,Suidae
BCZ021LPA,H1N2,Suidae
KNY111ANZ,H3N2,Suidae
RNF172RAK,H1N1,Suidae
JUK816RAP,H3N2,Suidae
BJW469BQY,H1N1,Suidae
TED299PTP,H3N2,Suidae
EHR409KCZ,H1N1,Suidae
UXQ728FJS,H3N2,Suidae
EGE184LLD,H1N1,Suidae
TOQ591QNH,H3N2,Suidae
UWK073TMX,H3N2,Suidae
JAN801KHG,H1N1,Suidae
CQC868VHS,H3N2,Suidae
ALB735FEY,H3N2,Suidae
VZX846QML,H1N2,Suidae
KYQ934WGV,H1N2,Suidae
KIF803IWL,H3N2,Suidae
BKJ842OMI,H1N1,Suidae
GFZ540MDS,H3N2,Suidae
KOV683MFL,H1N1,Suidae
GPP167AXH,H3N2,Suidae
RKM220ASY,H3N2,Suidae
CFL517XKG,H1N1,Suidae
EJY754ITS,H1N1,Suidae
ETE671MUO,H1N1,Suidae
SGJ411FRM,H3N2,Suidae
BSN090DHM,H1N1,Suidae
WAV038QBW,H1N1,Suidae
TRF505VVI,H1N1,Suidae
LBX604LRR,H1N1,Suidae
GCY185ICZ,H3N2,Suidae
WSC040KZI,H3N2,Suidae
CMJ801CVK,H3N2,Suidae
OWQ498HSV,H3N2,Suidae
KWP914MJW,H3N2,Suidae
GHB481MGN,H3N2,Suidae
WVQ773CFZ,H3N2,Suidae
PAV301KEO,H1N1,Suidae
CFC861HEM,H1N1,Suidae
HKP958HHR,H1N1,Suidae
KZS005UEL,H1N2,Suidae
CKM448XXV,H3N2,Suidae
WKE180JLF,H3N2,Suidae
UEC246NEJ,H3N2,Suidae
QXM846ASY,H3N2,Suidae
MCF883ODJ,H3N2,Suidae
FCO566FJU,H3N2,Suidae
YHZ634OQX,H3N2,Suidae
RBB348SCG,H3N2,Suidae
PLU766UDT,H1N2,Suidae
LHW640KLZ,H1N1,Suidae
STS615QMF,H1N1,Suidae
XRA395KNK,H1N1,Suidae
MFW993GDH,H1N1,Suidae
HKL667CLL,H1N1,Suidae
VNY256TVN,H1N1,Suidae
GTM442MZC,H1N1,Suidae
OJU505MQT,H3N2,Suidae
BCH156AXB,H1N1,Suidae
FZR992GUM,H1N1,Suidae
WMT399XQJ,H3N2,Suidae
YYG796YKI,H3N2,Suidae
DQE981FDY,H3N2,Suidae
EYU174NAO,H1N1,Suidae
ITR451EON,H3N2,Suidae
SOO666LFF,H1N1,Suidae
YNZ530PJP,H1N1,Suidae
KHB145GCH,H3N2,Suidae
ACL183SMY,H3N2,Suidae
KWR415PVS,H1N1,Suidae
MPZ191YNC,H3N2,Suidae
CZZ406LHG,H3N2,Suidae
XHO918IFW,H3N2,Suidae
WNO030EGO,H3N2,Suidae
KGF597KQB,H3N2,Suidae
RFA173DSF,H3N2,Suidae
HIX036PMN,H3N2,Suidae
BSZ018ZIZ,H1N1,Suidae
XMJ317GHF,H3N2,Suidae
DZM885SVS,H3N2,Suidae
JOY586FBZ,H3N2,Suidae
ZZQ515JUY,H3N2,Suidae
CNS049INU,H3N2,Suidae
HXL859ZAZ,H3N2,Suidae
BTN683BLI,H1N1,Suidae
WLL745UVR,H3N2,Suidae
URN331JNR,H3N2,Suidae
IEA737AGI,H1N1,Suidae
FIL036KUK,H1N1,Suidae
BTC939DUX,H1N1,Suidae
YKF443PCX,H1N1,Suidae
QYO871SMU,H1N1,Suidae
QVN487ZKL,H1N1,Suidae
VPT596RNH,H1N1,Suidae
HGC301YDR,H1N1,Suidae
LHO451TDU,H1N1,Suidae
IIZ969ANJ,H3N2,Suidae
NNK432TDU,H1N1,Suidae
YDE942UJJ,H3N2,Suidae
MBE410KUD,H1N1,Suidae
WYO900RZR,H1N1,Suidae
ANW607FAX,H1N1,Suidae
WPN298FNH,H9N2,Suidae
WBA899RRG,H9N2,Suidae
TGN687FSQ,H1N1,Suidae
QCG863XHG,H1N1,Suidae
SSP289WBI,H9N2,Suidae
FMI440NYH,H1N1,Suidae
QAI753QTR,H1N1,Suidae
JXM862VGC,H1N2,Suidae
WZJ562IEF,H1N1,Suidae
HJN735WLK,H1N2,Suidae
IDS118TLH,H1N1,Suidae
DII057VFY,H1N1,Suidae
JVT363DPK,H1N1,Suidae
WYA131XRA,H1N2,Suidae
RDV828PJB,H1N2,Suidae
GPM529JDH,H1N2,Suidae
LLS384DOF,H1N1,Suidae
GJU929BQK,H3N2,Suidae
HMZ572KBE,H1N1,Suidae
CND028LYK,H3N2,Suidae
DBZ159NIY,H1N1,Suidae
HCG779SGF,H3N2,Suidae
EQS541BLU,H3N2,Suidae
EDP978BGD,H3N2,Suidae
PXX692ZXZ,H1N1,Suidae
PTM899HPY,H1N1,Suidae
MHA770NNU,H1N1,Suidae
NCI810BKD,H1N1,Suidae
SIR335ETJ,H1N1,Suidae
NWC517FXJ,H1N1,Suidae
ZFU451ZNA,H1N2,Suidae
BEJ092EGM,H3N2,Suidae
NUW537AHU,H1N1,Suidae
VAH231UFY,H1N1,Suidae
ZUS458LEZ,H3N2,Suidae
CRW198SDC,H1N1,Suidae
SOU934LYU,H1N1,Suidae
ZQV166CAV,H1N1,Suidae
LRF395AFA,H1N1,Suidae
HYG758IGC,H3N2,Suidae
EHA553BHI,H1N1,Suidae
PKR965LMM,H1N2,Suidae
KPH754OJQ,H3N2,Suidae
KMS749DFW,H3N2,Suidae
ZOI636NZK,H1N2,Suidae
AMV420MTN,H1N1,Suidae
MYJ971QTW,H1N1,Suidae
IWL073TLR,H3N2,Suidae
TDD088FKE,H1N2,Suidae
OYJ444BVN,H3N2,Suidae
SAG767VOM,H1N1,Suidae
DMK566ZCD,H1N1,Suidae
JDB962KQA,H3N2,Suidae
PCZ691ZLQ,H1N1,Suidae
SQF645XMX,H1N1,Suidae
VAS360SUQ,H1N1,Suidae
RVZ654UEC,H1N1,Suidae
AGM063UJN,H1N1,Suidae
PXA907LLR,H1N1,Suidae
SIZ746SHW,H1N1,Suidae
TPF831HTJ,H1N1,Suidae
FSL155LGX,H1N1,Suidae
EMF965XNS,H1N1,Suidae
WZW961MRU,H1N1,Suidae
ZYJ377YRN,H1N1,Suidae
XBS842UFH,H3N1,Suidae
VSF986AIT,H1N1,Suidae
RNR174SNE,H1N1,Suidae
XPY214KMU,H3N2,Suidae
TLH159ESD,H3N2,Suidae
EIK729SUZ,H3N2,Suidae
QZB875DAA,H1N1,Suidae
VZV585TTK,H1N1,Suidae
JUC704DRE,H1N1,Suidae
HJJ620PXI,H1N1,Suidae
GNW070MSH,H1N1,Suidae
GZX567MDH,H1N1,Suidae
HSO118CDP,H1N1,Suidae
JPN070IWK,H3N2,Suidae
JCO713VYA,H1N1,Suidae
JCV487LZM,H1N1,Suidae
IWW957QVM,H1N1,Suidae
DUF919PBO,H1N1,Suidae
DMK500CWH,H1N1,Suidae
HZJ685LIP,H1N1,Suidae
ONW260HFM,H1N1,Suidae
YQC726OGI,H1N1,Suidae
JVF748KEW,H1N1,Suidae
JCX950YOF,H1N1,Suidae
ZYC811MUJ,H1N1,Suidae
JQE849VAG,H1N1,Suidae
KHU774QRE,H3N1,Suidae
OVY337HSE,H1N2,Suidae
KUL369SLV,H1N1,Suidae
AOW546YFQ,H1N1,Suidae
KLQ745VNM,H1N1,Suidae
NBQ708PPL,H9N2,Avian
BVU122LGD,H9N2,Avian
CXM255DBL,H5N1,Avian
QWA310QAU,H3N8,Avian
DWP199PXG,H1N1,Suidae
KBY770ZJG,H9N2,Avian
FJK275ODE,H1N1,Suidae
IEP513TYC,H3N8,Avian
MWM062ZNH,H1N1,Hominidae
LJO218KZB,H9N2,Avian
ONV422ISJ,H5N1,Avian
MXZ297TMC,H9N2,Avian
XIP369XAH,H9N2,Avian
PQG987TWJ,H9N2,Avian
REC184IJW,H9N2,Avian
TRQ727JDU,H5N1,Avian
TYQ760VXL,H3N2,Hominidae
TZY904CHH,H1N1,Hominidae
VOZ836JPZ,H1N1,Hominidae
XME110KLQ,H1N1,Hominidae
ZEG240PME,H5N8,Avian
LWJ002DZH,H9N2,Avian
XEY262UJW,H12N7,Avian
DWK443WRP,H9N2,Avian
QIL301QHC,H9N2,Avian
XOR173KYL,H9N2,Avian
QRT070BIB,H9N2,Avian
TWU938RAV,H5N2,Avian
YJU506UJW,H13N6,Avian
PPL677PBS,H1N1,Hominidae
AAA000AAA,H3N2,Hominidae
HOG944WHN,H7N3,Avian
NAL340TEF,H3N2,Avian
ONM955CAG,H5N3,Avian
GOM879ULW,H9N2,Avian
PPF924NUT,H7N3,Avian
BMM903DWO,H11N2,Avian
HWA469QRJ,H1N2,Avian
XOZ565YOE,H7N3,Avian
GSK186PYQ,H5N2,Avian
AFH603ILS,H7N7,Avian
ITG719FVZ,H5N2,Avian
JLE087BMF,H7N3,Avian
GCT198JHB,H3N2,Avian
ZGG104VQL,H1N1,Hominidae
KWT677ZMU,H4N6,Avian
JXW777SHI,H2N4,Avian
WNH404BDY,H5N1,Avian
DCL738NFV,H5N1,Avian
FIG734LRI,H3N2,Avian
ZEM146LDQ,H1N1,Hominidae
RSH605DLE,H5N2,Avian
MRL598WLT,H10N2,Avian
PMZ142ULX,H7N3,Avian
RBN123PRA,H7N3,Avian
JQN153KLH,H7N7,Avian
VKC817PPT,H7N3,Avian
CAR127GXO,H7N3,Avian
HPC117YYC,H7N3,Avian
NAH757AAQ,H7N3,Avian
EKQ924SBG,H7N3,Avian
GYR326MWN,H5N2,Avian
DAG165KXC,H3N8,Avian
DNV632CJY,H7N6,Avian
LUO857JFL,H7N3,Avian
NJG386NHS,H7N6,Avian
PCS749DHS,H6N2,Avian
DJI625UST,H7N3,Avian
NKA074AJN,H7N3,Avian
BTL094PLV,H5N2,Avian
LVF502DBB,H7N3,Avian
LXI814BKU,H7N7,Avian
NBK339DAR,H7N6,Avian
QCX480MOW,H7N3,Avian
LUS703EIO,H5N3,Avian
TZM063UHJ,H5N2,Avian
UTX065WRT,H7N2,Avian
MXI747YOZ,H7N3,Avian
VRK621RGD,H7N3,Avian
PSU688SBV,H7N3,Avian
EIE486XNM,H5N1,Avian
PAK257CHJ,H5N2,Avian
LFS301NJI,H5N2,Avian
GGL862DEF,H5N2,Avian
OYM980SRE,H7N3,Avian
GHV557KQV,H9N2,Avian
DIA334LEX,H5N3,Avian
GTJ167AGZ,H5N2,Avian
LMA100SAQ,H5N2,Avian
PZY442PVM,H5N2,Avian
SCE551NOJ,H5N2,Avian
KJJ447LHY,H5N8,Avian
WEB321OTV,H5N2,Avian
MHL172LNN,H5N2,Avian
IWF508OXX,H5N2,Avian
FLG312QOV,H5N8,Avian
SQR019YJF,H7N9,Avian
FVA298BKY,H5N2,Avian
XCO649YTR,H6N2,Avian
KBT715NHU,H9N2,Avian
WON849SZT,H5N8,Avian
JVY629XKW,H5N8,Avian
KKK587ORI,H5N8,Avian
LDF734JYK,H5N1,Avian
NRN974HML,H5N2,Avian
BXD893III,H5N8,Avian
GLG834AFG,H5N2,Avian
HCJ480IDQ,H5N2,Avian
TBN466XEG,H9N2,Avian
ZXM461GOQ,H9N2,Avian
AHH424PXJ,H9N2,Avian
GEY974HBJ,H9N2,Avian
AVI377QFM,H5N2,Avian
UGM518CIM,H5N8,Avian
YHM930JVF,H5N7,Avian
YCO511FWJ,H6N2,Avian
EZK357LHA,H4N6,Avian
DOG709EGP,H3N2,Hominidae
BAS565QYH,H16N3,Avian
HAM875XPF,H7N7,Avian
HCU028BXY,H5N6,Avian
DJB431PIQ,H7N2,Avian
PQB273SOE,H5N2,Avian
MHB243DLB,H9N2,Avian
JSX212AUP,H9N2,Avian
UHK285KFA,H6N2,Avian
UTU404LYP,H5N3,Avian
XWI516KZS,H5N2,Avian
ORR914NBL,H1N1,Avian
XBC538VNL,H1N1,Avian
WNA460CJX,H5N2,Avian
